Rank,Team,QS,ASSIST,AUTO,T&C,TELEOP,Record (W-L-T),DQ,PLAYED,Event Name,Year
44,2869,8.00,80.00,186.00,90.00,116.00,4-5-0,0,9,New York City Regional,2014
45,371,8.00,70.00,216.00,120.00,229.00,4-5-0,0,9,New York City Regional,2014
46,4789,8.00,70.00,175.00,50.00,153.00,4-5-0,0,9,New York City Regional,2014
47,3053,8.00,60.00,145.00,60.00,134.00,4-4-0,1,9,New York City Regional,2014
48,2265,7.00,180.00,180.00,150.00,196.00,3-5-1,0,9,New York City Regional,2014
49,5202,6.00,180.00,216.00,50.00,206.00,3-6-0,0,9,New York City Regional,2014
50,4528,6.00,120.00,218.00,70.00,72.00,3-6-0,0,9,New York City Regional,2014
51,1796,6.00,90.00,345.00,200.00,218.00,3-6-0,0,9,New York City Regional,2014
52,421,6.00,60.00,151.00,70.00,140.00,3-5-0,1,9,New York City Regional,2014
53,1155,6.00,60.00,135.00,60.00,98.00,3-6-0,0,9,New York City Regional,2014
54,1880,6.00,40.00,195.00,110.00,127.00,3-6-0,0,9,New York City Regional,2014
55,4299,6.00,40.00,181.00,160.00,193.00,3-6-0,0,9,New York City Regional,2014
56,4108,6.00,40.00,117.00,60.00,80.00,3-6-0,0,9,New York City Regional,2014
57,5123,6.00,20.00,162.00,70.00,191.00,3-6-0,0,9,New York City Regional,2014
58,4263,5.00,130.00,175.00,80.00,154.00,2-6-1,0,9,New York City Regional,2014
59,1382,5.00,80.00,190.00,60.00,122.00,2-6-1,0,9,New York City Regional,2014
60,4383,5.00,80.00,161.00,80.00,72.00,2-6-1,0,9,New York City Regional,2014
61,4773,4.00,70.00,164.00,110.00,127.00,2-6-0,1,9,New York City Regional,2014
62,1660,4.00,60.00,96.00,30.00,156.00,2-7-0,0,9,New York City Regional,2014
63,522,3.00,210.00,142.00,110.00,65.00,1-7-1,0,9,New York City Regional,2014
64,2895,2.00,60.00,155.00,70.00,73.00,1-6-0,2,9,New York City Regional,2014
65,4856,2.00,40.00,135.00,50.00,61.00,1-8-0,0,9,New York City Regional,2014
66,4684,0,90.00,240.00,80.00,87.00,0-9-0,0,9,New York City Regional,2014
1,148,18.00,610.00,423.00,200.00,567.00,9-1-0,0,10,Lone Star Regional,2014
2,1477,18.00,590.00,466.00,140.00,480.00,9-1-0,0,10,Lone Star Regional,2014
3,231,18.00,550.00,332.00,170.00,358.00,9-1-0,0,10,Lone Star Regional,2014
4,118,16.00,720.00,505.00,90.00,564.00,8-2-0,0,10,Lone Star Regional,2014
5,3847,16.00,460.00,300.00,230.00,324.00,8-2-0,0,10,Lone Star Regional,2014
6,3103,16.00,430.00,321.00,130.00,250.00,8-2-0,0,10,Lone Star Regional,2014
7,2234,16.00,380.00,341.00,250.00,325.00,8-2-0,0,10,Lone Star Regional,2014
8,4610,16.00,320.00,305.00,150.00,258.00,8-2-0,0,10,Lone Star Regional,2014
9,3834,16.00,280.00,386.00,210.00,242.00,8-2-0,0,10,Lone Star Regional,2014
10,3997,14.00,430.00,231.00,110.00,250.00,7-3-0,0,10,Lone Star Regional,2014
11,4587,14.00,380.00,420.00,150.00,314.00,7-3-0,0,10,Lone Star Regional,2014
12,3335,14.00,340.00,395.00,160.00,246.00,7-3-0,0,10,Lone Star Regional,2014
13,4346,14.00,190.00,254.00,90.00,293.00,7-3-0,0,10,Lone Star Regional,2014
14,624,12.00,420.00,475.00,100.00,387.00,6-4-0,0,10,Lone Star Regional,2014
15,4328,12.00,340.00,270.00,120.00,461.00,6-4-0,0,10,Lone Star Regional,2014
16,1801,12.00,280.00,327.00,100.00,331.00,6-4-0,0,10,Lone Star Regional,2014
17,5261,12.00,270.00,256.00,120.00,223.00,6-4-0,0,10,Lone Star Regional,2014
18,4295,12.00,230.00,292.00,160.00,287.00,6-4-0,0,10,Lone Star Regional,2014
19,2882,12.00,140.00,272.00,120.00,266.00,6-4-0,0,10,Lone Star Regional,2014
20,2848,10.00,440.00,336.00,110.00,410.00,5-5-0,0,10,Lone Star Regional,2014
21,3735,10.00,340.00,442.00,160.00,172.00,5-5-0,0,10,Lone Star Regional,2014
22,5307,10.00,340.00,252.00,150.00,244.00,5-5-0,0,10,Lone Star Regional,2014
23,418,10.00,290.00,371.00,150.00,277.00,5-5-0,0,10,Lone Star Regional,2014
24,5093,10.00,280.00,301.00,110.00,302.00,5-5-0,0,10,Lone Star Regional,2014
25,5308,10.00,280.00,216.00,90.00,205.00,5-5-0,0,10,Lone Star Regional,2014
26,1429,10.00,220.00,258.00,120.00,151.00,5-5-0,0,10,Lone Star Regional,2014
27,3016,10.00,210.00,326.00,200.00,82.00,5-5-0,0,10,Lone Star Regional,2014
28,2583,10.00,210.00,316.00,200.00,275.00,5-5-0,0,10,Lone Star Regional,2014
29,1622,10.00,200.00,346.00,190.00,301.00,5-5-0,0,10,Lone Star Regional,2014
30,4570,10.00,200.00,247.00,110.00,427.00,5-5-0,0,10,Lone Star Regional,2014
31,3728,10.00,150.00,161.00,140.00,358.00,5-5-0,0,10,Lone Star Regional,2014
32,3481,8.00,410.00,296.00,130.00,224.00,4-6-0,0,10,Lone Star Regional,2014
33,4589,8.00,400.00,237.00,60.00,264.00,4-6-0,0,10,Lone Star Regional,2014
34,2587,8.00,390.00,330.00,170.00,249.00,4-6-0,0,10,Lone Star Regional,2014
35,457,8.00,360.00,317.00,70.00,337.00,4-6-0,0,10,Lone Star Regional,2014
36,57,8.00,270.00,250.00,110.00,197.00,4-6-0,0,10,Lone Star Regional,2014
37,3999,8.00,260.00,306.00,60.00,269.00,4-6-0,0,10,Lone Star Regional,2014
38,1745,8.00,250.00,261.00,70.00,212.00,4-6-0,0,10,Lone Star Regional,2014
39,2881,8.00,230.00,340.00,130.00,141.00,4-6-0,0,10,Lone Star Regional,2014
40,2582,8.00,220.00,376.00,140.00,139.00,4-6-0,0,10,Lone Star Regional,2014
41,2897,8.00,140.00,211.00,120.00,335.00,4-5-0,1,10,Lone Star Regional,2014
42,4842,8.00,110.00,272.00,80.00,301.00,4-6-0,0,10,Lone Star Regional,2014
43,4155,8.00,100.00,181.00,160.00,357.00,4-6-0,0,10,Lone Star Regional,2014
44,2585,6.00,370.00,319.00,120.00,220.00,3-7-0,0,10,Lone Star Regional,2014
45,3545,6.00,250.00,266.00,140.00,499.00,3-7-0,0,10,Lone Star Regional,2014
46,2936,6.00,180.00,211.00,100.00,140.00,3-7-0,0,10,Lone Star Regional,2014
47,3028,6.00,120.00,192.00,190.00,406.00,3-5-0,2,10,Lone Star Regional,2014
48,441,6.00,100.00,185.00,100.00,310.00,3-7-0,0,10,Lone Star Regional,2014
49,5287,4.00,280.00,260.00,90.00,181.00,2-8-0,0,10,Lone Star Regional,2014
50,653,4.00,230.00,225.00,110.00,194.00,2-8-0,0,10,Lone Star Regional,2014
51,4735,4.00,220.00,201.00,40.00,146.00,2-8-0,0,10,Lone Star Regional,2014
52,1255,4.00,190.00,221.00,60.00,210.00,2-8-0,0,10,Lone Star Regional,2014
53,4280,4.00,80.00,186.00,140.00,178.00,2-8-0,0,10,Lone Star Regional,2014
54,4639,2.00,190.00,293.00,90.00,237.00,1-9-0,0,10,Lone Star Regional,2014
55,5070,2.00,50.00,207.00,70.00,270.00,1-9-0,0,10,Lone Star Regional,2014
1,1023,20.00,280.00,547.00,160.00,520.00,10-2-0,0,12,Center Line FIRST Robotics District Competition,2014
2,1718,19.00,180.00,405.00,170.00,587.00,9-2-1,0,12,Center Line FIRST Robotics District Competition,2014
3,4810,18.00,220.00,286.00,130.00,642.00,9-3-0,0,12,Center Line FIRST Robotics District Competition,2014
4,494,18.00,140.00,371.00,200.00,311.00,9-3-0,0,12,Center Line FIRST Robotics District Competition,2014
5,818,16.00,230.00,238.00,60.00,353.00,8-4-0,0,12,Center Line FIRST Robotics District Competition,2014
6,1189,16.00,150.00,280.00,160.00,531.00,8-4-0,0,12,Center Line FIRST Robotics District Competition,2014
7,2851,16.00,140.00,270.00,50.00,409.00,8-4-0,0,12,Center Line FIRST Robotics District Competition,2014
8,815,16.00,120.00,260.00,110.00,342.00,8-4-0,0,12,Center Line FIRST Robotics District Competition,2014
9,123,16.00,100.00,286.00,30.00,528.00,8-4-0,0,12,Center Line FIRST Robotics District Competition,2014
10,4779,15.00,110.00,258.00,40.00,573.00,7-4-1,0,12,Center Line FIRST Robotics District Competition,2014
11,4130,14.00,190.00,371.00,140.00,547.00,7-5-0,0,12,Center Line FIRST Robotics District Competition,2014
12,3175,14.00,130.00,285.00,90.00,611.00,7-5-0,0,12,Center Line FIRST Robotics District Competition,2014
13,453,14.00,60.00,225.00,40.00,656.00,7-5-0,0,12,Center Line FIRST Robotics District Competition,2014
14,3619,14.00,40.00,250.00,40.00,439.00,7-5-0,0,12,Center Line FIRST Robotics District Competition,2014
15,4768,14.00,40.00,241.00,20.00,457.00,7-5-0,0,12,Center Line FIRST Robotics District Competition,2014
16,2673,13.00,120.00,221.00,70.00,400.00,6-5-1,0,12,Center Line FIRST Robotics District Competition,2014
17,3398,13.00,80.00,242.00,60.00,310.00,6-5-1,0,12,Center Line FIRST Robotics District Competition,2014
18,5065,13.00,40.00,186.00,70.00,614.00,6-5-1,0,12,Center Line FIRST Robotics District Competition,2014
19,910,12.00,240.00,221.00,110.00,360.00,6-6-0,0,12,Center Line FIRST Robotics District Competition,2014
20,2591,12.00,80.00,226.00,50.00,299.00,6-6-0,0,12,Center Line FIRST Robotics District Competition,2014
21,217,12.00,50.00,231.00,60.00,388.00,6-6-0,0,12,Center Line FIRST Robotics District Competition,2014
22,3096,12.00,30.00,195.00,50.00,516.00,6-6-0,0,12,Center Line FIRST Robotics District Competition,2014
23,302,11.00,200.00,326.00,30.00,343.00,5-6-1,0,12,Center Line FIRST Robotics District Competition,2014
24,5073,10.00,90.00,176.00,10.00,461.00,5-7-0,0,12,Center Line FIRST Robotics District Competition,2014
25,280,10.00,70.00,176.00,90.00,362.00,5-7-0,0,12,Center Line FIRST Robotics District Competition,2014
26,4507,10.00,50.00,195.00,100.00,486.00,5-7-0,0,12,Center Line FIRST Robotics District Competition,2014
27,4776,10.00,50.00,172.00,60.00,447.00,4-6-2,0,12,Center Line FIRST Robotics District Competition,2014
28,4758,10.00,30.00,176.00,50.00,392.00,5-7-0,0,12,Center Line FIRST Robotics District Competition,2014
29,5214,9.00,90.00,145.00,50.00,277.00,4-7-1,0,12,Center Line FIRST Robotics District Competition,2014
30,3667,8.00,70.00,262.00,40.00,237.00,4-8-0,0,12,Center Line FIRST Robotics District Competition,2014
31,1941,8.00,70.00,110.00,0,302.00,4-7-0,1,12,Center Line FIRST Robotics District Competition,2014
32,4815,8.00,20.00,245.00,20.00,273.00,4-8-0,0,12,Center Line FIRST Robotics District Competition,2014
33,2048,7.00,80.00,201.00,20.00,337.00,3-8-1,0,12,Center Line FIRST Robotics District Competition,2014
34,4851,7.00,70.00,232.00,80.00,371.00,3-8-1,0,12,Center Line FIRST Robotics District Competition,2014
35,5239,7.00,10.00,195.00,30.00,344.00,3-7-1,1,12,Center Line FIRST Robotics District Competition,2014
36,4811,6.00,70.00,181.00,30.00,266.00,3-9-0,0,12,Center Line FIRST Robotics District Competition,2014
37,5068,6.00,70.00,126.00,50.00,387.00,3-9-0,0,12,Center Line FIRST Robotics District Competition,2014
38,5225,6.00,40.00,170.00,50.00,331.00,3-9-0,0,12,Center Line FIRST Robotics District Competition,2014
39,3632,4.00,60.00,111.00,50.00,127.00,2-5-0,5,12,Center Line FIRST Robotics District Competition,2014
1,33,22.00,320.00,580.00,210.00,704.00,11-1-0,0,12,Southfield FIRST Robotics District Competition,2014
2,3604,22.00,160.00,335.00,130.00,489.00,11-1-0,0,12,Southfield FIRST Robotics District Competition,2014
3,107,18.00,320.00,371.00,290.00,634.00,9-3-0,0,12,Southfield FIRST Robotics District Competition,2014
4,573,18.00,220.00,300.00,220.00,501.00,9-3-0,0,12,Southfield FIRST Robotics District Competition,2014
5,3548,18.00,210.00,275.00,130.00,477.00,9-3-0,0,12,Southfield FIRST Robotics District Competition,2014
6,51,18.00,160.00,370.00,70.00,723.00,9-3-0,0,12,Southfield FIRST Robotics District Competition,2014
7,2960,16.00,220.00,340.00,200.00,485.00,8-4-0,0,12,Southfield FIRST Robotics District Competition,2014
8,3620,16.00,200.00,366.00,100.00,618.00,8-4-0,0,12,Southfield FIRST Robotics District Competition,2014
9,3098,16.00,140.00,335.00,130.00,705.00,8-4-0,0,12,Southfield FIRST Robotics District Competition,2014
10,835,16.00,130.00,235.00,100.00,352.00,8-4-0,0,12,Southfield FIRST Robotics District Competition,2014
11,862,14.00,350.00,318.00,110.00,380.00,7-5-0,0,12,Southfield FIRST Robotics District Competition,2014
12,3414,14.00,240.00,360.00,130.00,668.00,7-5-0,0,12,Southfield FIRST Robotics District Competition,2014
13,4384,14.00,230.00,272.00,190.00,457.00,7-5-0,0,12,Southfield FIRST Robotics District Competition,2014
14,247,14.00,140.00,275.00,100.00,593.00,7-5-0,0,12,Southfield FIRST Robotics District Competition,2014
15,1,12.00,220.00,286.00,70.00,509.00,6-6-0,0,12,Southfield FIRST Robotics District Competition,2014
16,1250,12.00,200.00,265.00,150.00,322.00,6-6-0,0,12,Southfield FIRST Robotics District Competition,2014
17,4405,12.00,160.00,366.00,130.00,259.00,6-6-0,0,12,Southfield FIRST Robotics District Competition,2014
18,3547,12.00,110.00,342.00,80.00,436.00,6-6-0,0,12,Southfield FIRST Robotics District Competition,2014
19,5053,12.00,60.00,296.00,40.00,350.00,6-6-0,0,12,Southfield FIRST Robotics District Competition,2014
20,4380,12.00,20.00,268.00,50.00,389.00,6-6-0,0,12,Southfield FIRST Robotics District Competition,2014
21,5086,10.00,220.00,261.00,30.00,347.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
22,1502,10.00,180.00,280.00,110.00,259.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
23,1188,10.00,110.00,282.00,90.00,321.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
24,94,10.00,110.00,244.00,110.00,364.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
25,5235,10.00,110.00,236.00,110.00,267.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
26,4398,10.00,100.00,280.00,80.00,394.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
27,4840,10.00,100.00,258.00,70.00,384.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
28,470,10.00,90.00,217.00,60.00,487.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
29,5252,10.00,80.00,280.00,20.00,343.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
30,2474,10.00,70.00,341.00,90.00,424.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
31,4680,10.00,60.00,261.00,30.00,551.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
32,1701,10.00,60.00,255.00,20.00,651.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
33,5014,10.00,50.00,301.00,90.00,517.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
34,2224,10.00,40.00,285.00,20.00,490.00,5-7-0,0,12,Southfield FIRST Robotics District Competition,2014
35,201,8.00,180.00,340.00,160.00,278.00,4-8-0,0,12,Southfield FIRST Robotics District Competition,2014
36,5215,8.00,100.00,271.00,100.00,498.00,4-8-0,0,12,Southfield FIRST Robotics District Competition,2014
37,4854,8.00,100.00,221.00,70.00,401.00,4-8-0,0,12,Southfield FIRST Robotics District Competition,2014
38,5008,4.00,70.00,240.00,70.00,275.00,2-10-0,0,12,Southfield FIRST Robotics District Competition,2014
39,1504,2.00,60.00,280.00,40.00,220.00,1-11-0,0,12,Southfield FIRST Robotics District Competition,2014
40,2145,2.00,60.00,216.00,20.00,244.00,1-11-0,0,12,Southfield FIRST Robotics District Competition,2014
1,2337,22.00,570.00,454.00,100.00,258.00,11-1-0,0,12,Kettering University FIRST Robotics District Competition,2014
2,314,18.00,220.00,359.00,140.00,337.00,9-3-0,0,12,Kettering University FIRST Robotics District Competition,2014
3,5193,18.00,180.00,387.00,100.00,371.00,9-3-0,0,12,Kettering University FIRST Robotics District Competition,2014
4,4382,18.00,170.00,476.00,120.00,380.00,9-3-0,0,12,Kettering University FIRST Robotics District Competition,2014
5,1322,18.00,160.00,375.00,170.00,344.00,9-3-0,0,12,Kettering University FIRST Robotics District Competition,2014
6,3770,17.00,270.00,309.00,120.00,266.00,8-3-1,0,12,Kettering University FIRST Robotics District Competition,2014
7,4819,16.00,250.00,349.00,90.00,461.00,8-4-0,0,12,Kettering University FIRST Robotics District Competition,2014
8,3535,16.00,220.00,479.00,60.00,281.00,8-4-0,0,12,Kettering University FIRST Robotics District Competition,2014
9,70,16.00,180.00,430.00,300.00,640.00,8-4-0,0,12,Kettering University FIRST Robotics District Competition,2014
10,5046,16.00,170.00,326.00,200.00,278.00,8-4-0,0,12,Kettering University FIRST Robotics District Competition,2014
11,1243,16.00,160.00,381.00,130.00,386.00,8-4-0,0,12,Kettering University FIRST Robotics District Competition,2014
12,2619,14.00,210.00,418.00,170.00,462.00,7-5-0,0,12,Kettering University FIRST Robotics District Competition,2014
13,5150,14.00,210.00,316.00,70.00,363.00,7-5-0,0,12,Kettering University FIRST Robotics District Competition,2014
14,5167,14.00,150.00,340.00,110.00,424.00,7-5-0,0,12,Kettering University FIRST Robotics District Competition,2014
15,3767,14.00,70.00,428.00,100.00,368.00,7-5-0,0,12,Kettering University FIRST Robotics District Competition,2014
16,3534,13.00,230.00,313.00,120.00,246.00,6-5-1,0,12,Kettering University FIRST Robotics District Competition,2014
17,468,13.00,90.00,287.00,50.00,349.00,6-5-1,0,12,Kettering University FIRST Robotics District Competition,2014
18,5114,12.00,220.00,369.00,220.00,347.00,6-6-0,0,12,Kettering University FIRST Robotics District Competition,2014
19,5201,12.00,180.00,298.00,50.00,323.00,6-6-0,0,12,Kettering University FIRST Robotics District Competition,2014
20,5084,12.00,160.00,312.00,90.00,257.00,6-6-0,0,12,Kettering University FIRST Robotics District Competition,2014
21,703,12.00,160.00,253.00,140.00,200.00,6-6-0,0,12,Kettering University FIRST Robotics District Competition,2014
22,1684,12.00,120.00,510.00,120.00,228.00,6-6-0,0,12,Kettering University FIRST Robotics District Competition,2014
23,5155,11.00,180.00,343.00,80.00,374.00,5-6-1,0,12,Kettering University FIRST Robotics District Competition,2014
24,1506,10.00,200.00,322.00,70.00,336.00,5-7-0,0,12,Kettering University FIRST Robotics District Competition,2014
25,5260,10.00,160.00,278.00,50.00,225.00,5-7-0,0,12,Kettering University FIRST Robotics District Competition,2014
26,503,10.00,140.00,310.00,100.00,199.00,5-7-0,0,12,Kettering University FIRST Robotics District Competition,2014
27,3886,10.00,90.00,302.00,60.00,393.00,5-7-0,0,12,Kettering University FIRST Robotics District Competition,2014
28,3415,10.00,90.00,272.00,30.00,210.00,5-7-0,0,12,Kettering University FIRST Robotics District Competition,2014
29,894,10.00,50.00,365.00,70.00,139.00,5-7-0,0,12,Kettering University FIRST Robotics District Competition,2014
30,5081,9.00,220.00,238.00,80.00,232.00,4-7-1,0,12,Kettering University FIRST Robotics District Competition,2014
31,3568,8.00,180.00,212.00,60.00,252.00,4-8-0,0,12,Kettering University FIRST Robotics District Competition,2014
32,4994,8.00,120.00,244.00,100.00,310.00,4-8-0,0,12,Kettering University FIRST Robotics District Competition,2014
33,5203,8.00,70.00,322.00,70.00,380.00,4-8-0,0,12,Kettering University FIRST Robotics District Competition,2014
34,5017,8.00,60.00,271.00,60.00,266.00,4-8-0,0,12,Kettering University FIRST Robotics District Competition,2014
35,322,8.00,40.00,308.00,60.00,177.00,4-8-0,0,12,Kettering University FIRST Robotics District Competition,2014
36,4998,8.00,20.00,294.00,100.00,224.00,4-8-0,0,12,Kettering University FIRST Robotics District Competition,2014
37,313,6.00,150.00,311.00,50.00,237.00,3-9-0,0,12,Kettering University FIRST Robotics District Competition,2014
38,5166,6.00,70.00,320.00,80.00,132.00,3-9-0,0,12,Kettering University FIRST Robotics District Competition,2014
39,5156,5.00,110.00,256.00,70.00,164.00,2-9-1,0,12,Kettering University FIRST Robotics District Competition,2014
40,2604,2.00,90.00,240.00,120.00,145.00,1-11-0,0,12,Kettering University FIRST Robotics District Competition,2014
1,74,20.00,350.00,385.00,240.00,535.00,10-2-0,0,12,Gull Lake FIRST Robotics District Competition,2014
2,4967,20.00,290.00,440.00,180.00,383.00,10-2-0,0,12,Gull Lake FIRST Robotics District Competition,2014
3,3658,20.00,200.00,305.00,130.00,638.00,10-2-0,0,12,Gull Lake FIRST Robotics District Competition,2014
4,1918,18.00,280.00,455.00,200.00,508.00,9-3-0,0,12,Gull Lake FIRST Robotics District Competition,2014
5,2054,17.00,270.00,360.00,150.00,608.00,8-3-1,0,12,Gull Lake FIRST Robotics District Competition,2014
6,3452,16.00,210.00,488.00,160.00,431.00,8-4-0,0,12,Gull Lake FIRST Robotics District Competition,2014
7,4003,16.00,210.00,306.00,130.00,296.00,8-4-0,0,12,Gull Lake FIRST Robotics District Competition,2014
8,3656,16.00,170.00,471.00,80.00,432.00,8-4-0,0,12,Gull Lake FIRST Robotics District Competition,2014
9,4377,16.00,170.00,392.00,100.00,229.00,8-4-0,0,12,Gull Lake FIRST Robotics District Competition,2014
10,858,16.00,130.00,371.00,110.00,610.00,8-4-0,0,12,Gull Lake FIRST Robotics District Competition,2014
11,3234,15.00,230.00,376.00,150.00,374.00,7-4-1,0,12,Gull Lake FIRST Robotics District Competition,2014
12,830,15.00,170.00,442.00,140.00,402.00,7-4-1,0,12,Gull Lake FIRST Robotics District Competition,2014
13,4325,15.00,170.00,387.00,150.00,309.00,7-4-1,0,12,Gull Lake FIRST Robotics District Competition,2014
14,2611,15.00,140.00,226.00,140.00,465.00,7-4-1,0,12,Gull Lake FIRST Robotics District Competition,2014
15,4568,14.00,320.00,271.00,40.00,355.00,7-5-0,0,12,Gull Lake FIRST Robotics District Competition,2014
16,1025,14.00,220.00,381.00,100.00,282.00,7-5-0,0,12,Gull Lake FIRST Robotics District Competition,2014
17,5256,14.00,160.00,216.00,60.00,527.00,7-5-0,0,12,Gull Lake FIRST Robotics District Competition,2014
18,5248,14.00,150.00,311.00,130.00,476.00,7-5-0,0,12,Gull Lake FIRST Robotics District Competition,2014
19,2767,14.00,60.00,385.00,100.00,534.00,7-5-0,0,12,Gull Lake FIRST Robotics District Competition,2014
20,4395,12.00,210.00,343.00,100.00,132.00,6-6-0,0,12,Gull Lake FIRST Robotics District Competition,2014
21,4956,12.00,210.00,301.00,60.00,345.00,6-6-0,0,12,Gull Lake FIRST Robotics District Competition,2014
22,4483,12.00,100.00,272.00,60.00,660.00,6-6-0,0,12,Gull Lake FIRST Robotics District Competition,2014
23,2771,11.00,170.00,356.00,40.00,561.00,5-6-1,0,12,Gull Lake FIRST Robotics District Competition,2014
24,4216,10.00,300.00,329.00,50.00,205.00,5-7-0,0,12,Gull Lake FIRST Robotics District Competition,2014
25,4327,10.00,290.00,320.00,110.00,262.00,5-7-0,0,12,Gull Lake FIRST Robotics District Competition,2014
26,4004,10.00,220.00,243.00,120.00,176.00,5-7-0,0,12,Gull Lake FIRST Robotics District Competition,2014
27,5161,10.00,100.00,225.00,100.00,245.00,5-7-0,0,12,Gull Lake FIRST Robotics District Competition,2014
28,4381,10.00,90.00,191.00,60.00,585.00,5-7-0,0,12,Gull Lake FIRST Robotics District Competition,2014
29,5152,8.00,130.00,201.00,120.00,366.00,4-8-0,0,12,Gull Lake FIRST Robotics District Competition,2014
30,5204,8.00,120.00,293.00,70.00,202.00,4-8-0,0,12,Gull Lake FIRST Robotics District Competition,2014
